상품명,규격,단위수량,표준바코드,본사바코드,대표바코드,물류바코드,상품구분,제품설명
두리콜에프캡슐,10c,1,8806707013211,,,,일반의약품,-
크록신정250mg,10T,1,8806503014481,,,,일반의약품,"용량 높은 진통,소염제
생리통,치통,근육통,두통 등"
메가트루포커스정,60T,1,8806421047929,,,,일반의약품,-
신일에브리데이마스크,5매,1,8806538600116,,,,비의약품,-
엠지멕스연질캡슐,60c*2EA,2,1880642203861,,18806422038619,,일반의약품,"손발저림,눈떨림,쥐가 자주날때
마그네슘 복합 말초순환제"
오므론체지방계(HBF212),1EA,1,4975479407895,,,,비의약품,-
산호칼슘2:1,90T*2EA,2,6292620004849,,,,건강기능식품,코랄칼슘마그네슘복합제
조아바이톤,20ml,1,8806052426230,,,,건강기능식품,기억력 up 지구력 up
엔프렌드연질캡슐,10c,1,8806422038513,,,,일반의약품,"두통,치통,생리통,관절염"
보성치간칫솔SSSS,10p,1,8809375490209,,,,비의약품,-
보성치간칫솔SSS,10p,1,8809375490216,,,,비의약품,-
록소톱카타플라스마,5매,1,8806560038918,,,,일반의약품,"피부자극 덜한,24시간 오래가는
일체형 파스"
엠티정,10T,1,8806498025646,,,,일반의약품,변비 치료제(배변운동 촉진)
반사신과립,120p,1,8806581006323,,,,일반의약품,-
발목대,1EA,1,8809273172696,,,,비의약품,-
페미라이드에센스,15ml,1,8809083456498,,,,비의약품,-
수채화프리미엄,110ml,1,8809309607079,,,,비의약품,-
페미라이드세정제,210ml,1,8809083456436,,,,비의약품,-
헬스19곡바,30g,1,8809389050031,,,,비의약품,-
절단거즈가아제,2cm*2cm,1,8809291820579,,,,비의약품,-
콘시리얼바79kcal,20g,1,8809261539258,,,,비의약품,-
라이트스텝바79kcal,20g,1,8809261539043,,,,비의약품,-
듀크레이엘루시옹샴푸,400ml,1,3282779076029,,,,비의약품,-
보령우황청심원액,50ml,1,8806419017637,,,,일반의약품,사향 대체물질 우항청심원액
이드랑스옵띠말세럼이드라땅뜨,30ml,1,3282779390064,,,,비의약품,-
터닝메카드아이비타C,18T,1,8809261903127,,,,건강기능식품,"씹어먹는 비타민
1일 1회,1회 3정"
가그린클린케어,380ml,1,8806011616450,,,,비의약품,-
3M종이반창고살색(소),1.25cm,1,8801230603885,,,,비의약품,-
3M종이반창고흰색(대),2.5cm*9.1m,1,8801230603861,,,,비의약품,-
메딕과산화수소수,250ml,1,8806113805516,,,,비의약품,-
한신 감치원,75ml,1,8806550011815,,,,일반의약품,"몸살감기,근육통,두통
1일 3회1포씩 따뜻하게 복용"
중외창포엔5호,100g,1,8809271863138,,,,비의약품,-
4시즌7데이즈마스크(중형),7매,1,8809321292734,,,,비의약품,-
몽푸로겔,20g,1,8806438020519,,,,일반의약품,-
피지오겔크림,75g,1,8806105402419,,,,비의약품,-
네오숯아이온칫솔,1EA,1,8804831102542,,,,비의약품,-
프로캄바디케어크림,150ml,1,8806029609819,,,,비의약품,-
프로캄페이셜수딩크림,60ml,1,8806029609918,,,,비의약품,-
프로캄인텐스크림,35ml,1,8806029610013,,,,비의약품,-
프리미엄아마씨유1000,90g,1,804629027512,,,,건강기능식품,"필수지방산 보충 혈관질환 개선
갱년기 증상 완화"
헬스면봉(프리미엄화장면봉),200p,1,8809003722115,,,,비의약품,-
헬스면봉(유아용),200p,1,8809003722085,,,,비의약품,-
"헬스면봉(입술,눈화장)",200p,1,8809003722061,,,,비의약품,-
관절력MSM,60T,1,8809418850656,,,,건강기능식품,-
메가트루포커스정,60T*2EA,2,18806421047926,,,,일반의약품,-
쎌티아이(프로바이오틱스),60c*2EA,2,8809467500045,,,,건강기능식품,"성인용 프로바이오틱스
100억CFU(냉장보관)"
씨엔지황사마스크,1EA,1,8806109196529,,,,비의약품,-
로키겔,2g,1,8806448004912,,,,일반의약품,예민성을 덜어주는 국소마취제
티트로신겔,10g,1,8806448046622,,,,일반의약품,"티로트리신 포진,항생제"
베로아크림,10g,1,8806448009313,,,,일반의약품,"연약한 피부에,유소아 사용가능
피부질환 치료제"
메타리빈액0.1%,15ml,1,8806448048435,,,,일반의약품,-
롯데아이시스,500ml,1,8801056072087,,,,비의약품,-
모구모구리치,320ml,1,8850389106211,,,,비의약품,-
플라벤정,20T,1,8806448029946,,,,일반의약품,"경구 치질약,정맥혈관 강화
하지부종,초기욕창에도 효과 O"
뮤코로솔정,10T,1,8806998012719,,,,일반의약품,-
아미노에이드,100ml,1,8809167621422,,,,비의약품,-
안티푸라민롤파스,70매,1,8806421046618,,,,일반의약품,"건초염,근육통,관절통,외상종창,상과염"
도미다프리미엄정,180T,1,8806998011811,,,,일반의약품,"L-시스틴+비타민C 복합제
효과좋은 미백 영양제"
브이콜에스연질캡슐,10c,1,8806636066913,,,,일반의약품,단종
로취제로겔(주사기형),35g,1,8809193961042,,,,비의약품,-
네오메디락밴드방수드레싱(L),2매,1,8809321291454,,,,비의약품,-
웰럽방수밴드M,5매,1,8809321291430,,,,비의약품,-
웰럽방수밴드S,7매,1,8809321291416,,,,비의약품,-
드레싱밴드대사이즈,100mm*120mm*4매,1,8809321293656,,,,비의약품,-
웰럽밴드덕용,50매,1,8805091200269,,,,비의약품,-
네오반창고2.5,1EA,1,8809321292246,,,,비의약품,-
네오반창고큐,1EA,1,8809321292277,,,,비의약품,-
반창고큐,1EA,1,8809321292239,,,,비의약품,-
방수밴드,10매,1,8809321291393,,,,비의약품,-
바퀴싹,200ml,1,8809376200586,,,,비의약품,-
쌍화꿀생강차,1kg,1,8801770101933,,,,비의약품,-
에바치온캡슐,2c*90EA,90,18806446007752,,,,일반의약품,"독소해독,피부미백,항산화 효과"
써스펜데이정,10T,1,8806435073532,,,,일반의약품,"낮에 먹는 종합감기약
발열∙오한∙콧물∙인후통∙근육통"
써스펜나이트정,10T,1,8806435014948,,,,일반의약품,"밤에 먹는 종합감기약
발열∙오한∙콧물∙인후통∙근육통"
센스키트,1KIT,1,8806131311648,,,,비의약품,-
보성뉴I형치간칫솔SSS,5p,1,8809375490339,,,,비의약품,-
보성뉴I형치간칫솔SS,5p,1,8809375490346,,,,비의약품,-
보성뉴I형치간칫솔S,5p,1,8809375490353,,,,비의약품,-
트리노즈액,100ml,1,8806604024914,,,,일반의약품,마시는 코감기약
트리콜드액,100ml,1,8806604024815,,,,일반의약품,갈근탕 감기약
알부론액,60EA,60,28806453011138,,,,일반의약품,"효과 빠른 철분제
어지러움,피로감,수족냉증 완화"
바로서겔,10g,1,8806417050919,,,,일반의약품,-
관절력MSM,120T,1,8809418850663,,,,건강기능식품,-
콜대원콜드시럽,20ml*5p,1,8806718059420,,,,일반의약품,"마시는 종합감기약
발열 & 기침 & 콧물"
하루온어깨찜질팩,3EA,1,8809078602206,,,,비의약품,-
하루온손난로미니,10매,1,8809078601827,,,,비의약품,-
하루온미니,10매,1,8809078606723,,,,비의약품,-
하루온발난로,2매*5p,1,8809078606730,,,,비의약품,-
하루온더뜨거운손난로,10매,1,8809078601469,,,,비의약품,-
스마일배란테스트기플러스,15EA,1,8806121764454,,,,비의약품,-
티로이신겔,10g,1,8806641025318,,,,일반의약품,"티로트리신 포진,항생제"
또봇키즈비타헬리콥터Y자동차K,24T,1,8809042047767,,,,비의약품,-
체크타임임신진단테스트,1KIT,1,8806121761255,,,,비의약품,-
시크릿쥬쥬비타,1EA,1,8809434842741,,,,비의약품,-
올리렉스로젠지,12EA,1,8807176050103,,,,비의약품,-
네오프렌무릎보호대,1EA,1,8809176189500,,,,비의약품,-
네오프렌발목보호대,1EA,1,8809176189517,,,,비의약품,-
네오프렌손목보호대,1EA,1,8809176189524,,,,비의약품,-
오이보스핸드리페어&케어크림,75ml,1,4021354034103,,,,비의약품,-
듀크레이엘루시옹샴푸,200ml,1,3282779065825,,,,비의약품,-
안티푸라민코인플라스타,84매,1,18806421047612,,,,일반의약품,"진통소염,근육통,타박상,삠,관절통"
티타니아샌드풋파일,1EA,1,4008576317030,,,,비의약품,-
바이오더마세비엄젤무쌍(대/세안제/트러블),500ml,1,3401399277092,,,,비의약품,-
아벤느트릭세라젤(바디워시),400ml,1,3282779178624,,,,비의약품,-
아벤느트레오뜨프로텍시옹(자외선차단제),50+50ml,1,3282779402798,,,,비의약품,-
AV프로텍씨옹클리낭스솔레르SPF30,50ml,1,3282779402941,,,,비의약품,-
아벤느레앙팡SPF50+,100ml,1,3282779402903,,,,비의약품,-
AV센시티브화이트세럼블랑쉬쌍,50ml,1,3282779240895,,,,비의약품,-
AV센시티브화이트로씨옹블랑쉬쌍뜨,200ml,1,3282779240406,,,,비의약품,-
AV센시티브화이트플루이드블랑쉬쌍,50ml,1,3282779240390,,,,비의약품,-
AV스킨리커버리크림리치,50ml,1,3282779349185,,,,비의약품,-
AV스킨리커버리크림(DEFI),50ml,1,3282779348850,,,,비의약품,-
DN-345손톱깍기(대),1EA,1,4972525050531,4972525050531,,,비의약품,-
아벤느로씨옹마티피앙뜨,300ml,1,4964259399789,,,,비의약품,-
아벤느로씨옹두쎄르,300ml,1,4964259399697,,,,비의약품,-
AV데마끼앙두쎄르뿌르레이으,125ml,1,3282779051378,,,,비의약품,-
아벤느로씨옹미셀레르400신규포뮬라,400ml,1,8809389131259,,,,비의약품,-
아벤느콜드크림봄레브르,15ml,1,8809389131525,,,,비의약품,-
아벤느클리낭스로씨옹마티피앙뜨(매트로씨옹),200ml,1,3282770037067,,,,비의약품,-
칼로리오프압박스타킹(베이지),1EA,1,4545633024109,,,,비의약품,-
선패밀리리턴골반벨트,1EA,1,4580260565366,,,,비의약품,-
선패밀리바른자세벨트,1EA,1,4580260573644,,,,비의약품,-
셀리한센미라클네일띠끄너,1EA,1,0074170334456,074170368413,,,비의약품,-
아벤느클리낭스젤네뜨와이양뜨,200ml,1,3282779365529,,,,비의약품,-
아벤느클리낭스오미셀레르,400ml,1,3282770037319,,,,비의약품,-
아벤느시칼파트크림,100ml,1,8809389133130,,,,비의약품,-
시칼파트크림(피부손상개선크림),40ml,1,8809389130221,,,,비의약품,-
셀리한센미라클큐어,1EA,1,0074170275131,074170300284,,,비의약품,-
셀리한센네일그로쓰미라클,1EA,1,0074170229820,074170262568,,,비의약품,-
수면헤어롤,4p,1,8806326492961,,,,비의약품,-
페탈프레쉬알로에베라바디로션(보습진정),600ml,1,713708700010,,,,비의약품,-
페탈프레쉬망고&구아바바디로션(비타민영양),600ml,1,713708700034,,,,비의약품,-
페탈프레쉬화이트체리수분보충바디로션(수분보충),600ml,1,713708700027,,,,비의약품,-
라팡키즈시럽,60ml,1,8806420036016,,,,일반의약품,"부루펜 계열 아이 해열제 
소염,진통,해열 효과"
하이가드무릎보호대,M,1,8809042046951,,,,비의약품,-
터닝메카드키즈밴드표준형,10매,1,8809181850761,,,,비의약품,-
카봇입체방한대(유아용),1EA,1,8809434842154,,,,비의약품,-
순면자동방한대(청색),1EA,1,8809164100135,,,,비의약품,-
순면자동방한대,1EA,1,8809164100142,,,,비의약품,-
본초양배추환,150g,1,8809149901467,,,,비의약품,-
본초느릅나무환,150g,1,8809149901306,,,,비의약품,-
옵티마프리슬림,3p,1,8806138304643,,,,건강기능식품,"가르시니아+알로에 전잎
다이어트 보조,쾌변,체지방 감소"
멀티펜카타플라스마,6매,1,8806436051119,,,,일반의약품,-
클리스톤지크림,30g,1,8806422035727,,,,일반의약품,"광범위 피부질환 크림
항염증성분 & 항생제"
다나쿨링겔,120ml,1,8809328358235,,,,비의약품,-
새로모아캡슐,180c,1,188066190458,,,,일반의약품,모발성장에 도움을 주는 영양제
과산화수소수,250ml,1,8802010990089,,,,비의약품,-
베나치오에프액,75ml*10EA,10,18806265007711,,,,일반의약품,"위운동촉진효과가 있는 생약성분
소화제 멘톨함유로 시원하게"
이지테이핑이지컷(그린),10p,1,8809095691948,,,,비의약품,-
이지테이핑이지컷(핑크),10p,1,8809095691931,,,,비의약품,-
이지테이핑이지컷(블루),10p,1,8809095691924,,,,비의약품,-
이지테이핑롤(그린),5cm*5m,1,8809095690682,,,,비의약품,-
이지테이핑롤(핑크),5cm*5m,1,8809095690590,,,,비의약품,-
이지테이핑롤(블루),5cm*5m,1,8809095690606,,,,비의약품,-
이지테이핑롤(베이지),5cmx5cm,1,8809095690620,,,,비의약품,-
싸이라민정,10T,1,8806542021914,,,,일반의약품,"이중처방 복합진경제
위통 복통 산통 위산과다 속쓰림"
정우아시클로버크림,10g,1,8806942042519,,,,일반의약품,항 바이러스 전문 치료제
나리센연질캡슐,10c,1,8806717043413,,,,일반의약품,"1일 2~3회 복용,강한
소염진통제"
플라콘센스티브치약,100g,1,8809218317335,,,,비의약품,-
세타필베이비데일리로션,400ml,1,9318637043316,,,,비의약품,-
세타필베이비바디워시&샴푸,230ml,1,9318637043293,,,,비의약품,-
세타필모이스처라이징로션,237ml,1,302993918080,,,,비의약품,-
세타필모이스처라이징크림,85g,1,302993917021,,,,비의약품,-
뱅가드4종,1EA,1,087219094570,,,,비의약품,-
감기백신(수입),1EA,1,087219094693,,,,동물의약품,-
클라벳50,10T,1,8901117291980,,,,동물의약품,"강아지,고양이용 항생제
피부,세균성호흡기,장염 등"
미래3.3혈당스트립지,50매,1,8809115900074,,,,비의약품,-
무적합체블럭킹,15T,1,8809072981598,,,,비의약품,-
비올씨정,120T,1,8806476004229,,,,일반의약품,신경통 근육통 구내염에 좋은 비타민
약국용스타마스크,1EA,1,8809152164934,,,,비의약품,-
7일일회용마스크,7매,1,8809164100883,,,,비의약품,-
웰빙파인더스황사마스크KF94,1EA,1,8809164100951,,,,비의약품,-
덱시프렌드연질캡슐,10c,1,8806422038414,,,,일반의약품,"위장장애를 최소화한 소염진통제
연질캡슐로 빠른 효과"
지큐랩키즈프로바이오틱스,30p,1,8806018707045,,,,건강기능식품,"장내 유익균 보충,면역력 증진"
보성컬러방한대(보라),1EA,1,8809240433782,,,,비의약품,-
아이팜루테인,90c,1,8805915616139,,,,건강기능식품,"눈의 피로,황반색소밀도 유지,
눈의 노화예방"
숀더쉽어린이방한대(핑크),1EA,1,8809375490858,,,,비의약품,-
숀더쉽어린이방한대(보라),1EA,1,8809375490872,,,,비의약품,-
숀더쉽어린이방한대(블루),1EA,1,8809375490865,,,,비의약품,-
노즈펜정,90p,1,8806942002247,,,,일반의약품,"1회 3~6정,1일 2회 복용
알러지성 콧물 및 코막힘 완화"
리프레쉬플러스점안액0.5%,0.4ml*30EA,1,8806794001221,,,,일반의약품,보습력있는 CMC함유 인공눈물
트리코프액,100ml,1,8806604025010,,,,일반의약품,"맥문동탕 감기약,기침가래"
원데이일회용마스크,8매,1,6926829522216,,,,비의약품,-
칼마디아,90T,1,6292620004276,,,,건강기능식품,"칼슘,마그네슘,비타민D 복합제"
덴티케어치약,200g,1,8809130169432,,,,비의약품,-
이지테이핑이지컷(분홍),10p,1,8809095691917,,,,비의약품,-
힙스물티슈,80매,1,8809218390222,,,,비의약품,-
아로마에센셜치약,150g,1,8809151741006,,,,비의약품,-
판텍프로연질캡슐,10c,1,8806265003013,,,,일반의약품,"몸살,근육통,관절통,콧물 코막힘
있을 때"
3NS테이프,5cm*5m,1,8809261008938,,,,비의약품,-
스리엔에스테이프(청색),5cm*5m,1,8809261008914,,,,비의약품,-
보성테이핑무릎보호대(XL),1EA,1,8809072983820,,,,비의약품,-
보성테이핑팔꿈치보호대(XL),1EA,1,8809072983837,,,,비의약품,-
인절미스낵,70g,1,8809238111852,,,,비의약품,-
피프로포트(소형종2~10kg),1EA,1,8906021626637,,,,동물의약품,"강아지 외부기생충약
1개월 간격,체중에 맞춰 사용"
프로폴리스캔디,10T,1,8805915542612,,,,비의약품,-
세이식물성플랙시드1100,180c,1,8809295472309,,,,건강기능식품,"냄새가 없어 편하게 복용할 수
있는 식물성오메가3"
면봉,100p*4EA,1,8809317830919,,,,비의약품,-
베트라겔,15g,1,8806980027615,,,,일반의약품,"멍,부기,타박상에 바르는 멍약"
옵티마에스린,10c,1,8806138304865,,,,건강기능식품,"갱년기 증상,생리전 증후군
습진,피부염,아토피 피부염"
츄어블아연,120T,1,8809325380987,,,,건강기능식품,씹어먹는 아연
글루코사민겔,150g,1,8809338561205,,,,동물의약품,"1일 3~4회 도포
근육 및 관절 마사지 크림"
안경닦이,10매,1,4987072037089,,,,비의약품,-
스탑폴캡슐,10c,1,8806985029515,,,,일반의약품,-
지아이스피드더블현탁액,20ml*4p,1,8806422038018,,,,일반의약품,효과빠른 속쓰림 개선제
마이보라정,21T,1,8806265008018,,,,일반의약품,-
버물킬라에프에어로솔,200ml,1,8806420368223,,,,비의약품,-
메가비콤정,10c,1,8806452038446,,,,일반의약품,-
탄력붕대S2인치,1EA,1,8809302587217,,,,비의약품,-
아우리덤,10g,1,5425012840737,,,,비의약품,-
이부프렌드프로연질캡슐,10c,1,8806422038117,,,,일반의약품,"이부프로펜400mg+파마브롬
월경통과 부기 완화를 동시에"
이부프렌드연질캡슐,10c,1,8806422038216,,,,일반의약품,"이부프로펜200mg+파마브롬
월경통과 부기 완화를 동시에"
터닝메카드이엔닥터치약,1EA,1,8809261902694,,,,비의약품,-
시크릿쥬쥬키즈방한대,1EA,1,8809181850495,,,,비의약품,-
바스큐징코,1EA,1,8809353377829,,,,건강기능식품,-
옥시코잘액,30ml,1,8806417049210,,,,일반의약품,"비염 스프레이(만2세 이상)
코막힘 개선"
반테린코와서포터무릎(화이트),L,1,8809376580480,,,,비의약품,-
반테린코와서포터무릎(핑크),M,1,8809376580527,,,,비의약품,-
반테린코와서포터무릎(화이트),M,1,8809376580473,,,,비의약품,-
파파스,1EA,1,8806001088236,,,,비의약품,-
포스톤정,10T,1,8806707012825,,,,일반의약품,노카페인 근육통 피로를 날려요
엠보싱3단입체마스크,1EA,1,8809451630048,,,,비의약품,-
짜먹는텐텐(딸기),100ml,1,8806124203431,,,,비의약품,-
지큐랩키즈프로바이오틱스,30p*2EA,1,18806018707042,,,,건강기능식품,"장내 유익균 보충,면역력 증진"
지큐랩에스프로바이오틱스,30p,1,8806018707038,,,,건강기능식품,"장내 유익균 보충,면역력 증진"
지큐랩데일리프로바이오틱스,32c,1,8806018707021,,,,건강기능식품,"장내 유익균 보충,면역력 증진"
4시즌순면방한대성인용,1EA,1,8809254031097,,,,비의약품,-
극세사입체마스크성인용,1EA,1,8809254031080,,,,비의약품,-
에코립스오렌지스파이스,7g,1,859623003451,,,,비의약품,-
에코립스코코넛진저,7g,1,859623003475,,,,비의약품,-
에코립스라벤더레몬,7g,1,859623003468,,,,비의약품,-
조은뜸,216EA,1,12457896413,,,,비의약품,-
컬리수키즈칫솔,1EA,1,8804381101828,,,,비의약품,-
겨울2단자외선방한대,1EA,1,8809375490889,,,,비의약품,-
우루사정 100mg,500T,1,8806416020425,,,,일반의약품,"간기능 개선,담즙 분비 원활
소화 불량 등"
대한거즈붕대,7.5cm,1,8809339940542,,,,비의약품,-
겨울4단자외선방한대,1EA,1,8809375490827,,,,비의약품,-
미니언즈골든쿠키,250g,1,9328121046907,,,,비의약품,-
미니언즈빈키바이크(바나나쿠키),160g,1,9328121046341,,,,비의약품,-
케어덤씬(잘라쓰는타입/10*10),2매,1,8806035094050,,,,비의약품,-
호르반,30ml*15EA,1,8806453030739,,,,일반의약품,로얄젤리 함유한 자양강장제
케라민캡슐,90c,1,8806432015719,,,,일반의약품,"손상된 모발,손톱에 먹는치료제"
보령우황청심원,1EA,1,8806419062613,,,,일반의약품,사향 대체물질 우항청심원액
크리스탈이칫솔,1EA,1,8804831101347,,,,비의약품,-
엑코스정,10T,1,8806472005428,,,,일반의약품,"콧물,재채기,코막힘"
숄벨벳스트롱롤러헤드,1EA,1,8801154031252,,,,비의약품,-
아토덤PP밤(젤두쉬포함),200ml+200ml,1,8809371190578,,,,비의약품,-
쎌티아이키즈,30p,1,804879296874,,,,건강기능식품,"13개월~만10세
프로바이오틱스(냉장보관)"
쎌티아이키즈,30p*2EA,1,804879296881,,,,건강기능식품,"13개월~만10세
프로바이오틱스(냉장보관)"
4시즌7데이즈(성인),7매,1,8809321292727,,,,비의약품,-
몬스터볼키즈칼슘쮸,1EA,1,8809273171309,8809273171309,,,비의약품,-
레모비타씨정(레몬),120T,1,8806102875926,,,,비의약품,-
아모롤핀네일라카,5ml,1,8806530052418,,,,일반의약품,조갑진균증 네일라카
세나서트질정,8T,1,8806526036026,,,,일반의약품,"노란분비물과 냄새가 나는
세균성질염에"
소피아키즈방한대어린이용,1매,1,8809434842109,,,,비의약품,-
터닝메카드젓가락,1EA,1,8805396900550,,,,비의약품,-
핑큐에스정,10T,1,8806526039010,,,,일반의약품,"UDCA+양약+생약 변비치료제
취침전(공복시),1~2정 복용"
안정액,50ml,1,8806478015629,,,,일반의약품,"불면,불안,두근거림,숨참,
신경쇠약,건망/천왕보심단"
듀크레이익띠앙핸드크림,50ml,1,3282779370677,,,,비의약품,-
아벤느콜드크림핸드크림,50ml,1,3282779363211,,,,비의약품,-
홍삼고로얄,250g,1,8809243740252,,,,건강기능식품,홍삼 포함한 면역력 증진제
비타민하우스우리아이츄어블아연,60T,1,8809353378581,,,,건강기능식품,어린이용 츄어블 아연
임팩타민파워에이플러스정,100T,1,8806416061114,,,,일반의약품,"육체피로뿐만 아니라 건조한
눈과 두뇌건강을 동시에"
크린워시액,370ml,1,8809103877296,,,,비의약품,-
스토프정,10T,1,8806696035133,,,,일반의약품,"장기능 개선제
설사,묽은 변"
공파스,60EA,1,8806433071219,,,,일반의약품,-
보성실리콘자석파스,10p+50EA,1,8809072983912,,,,비의약품,-
가그린스트롱,750ml,1,8806011616313,,,,비의약품,-
가그린제로,750ml,1,8806011616207,,,,비의약품,-
가그린오리지널,750ml,1,8806011616092,,,,비의약품,-
가그린스트롱,380ml,1,8806011616290,,,,비의약품,-
가그린제로,380ml,1,8806011616184,,,,비의약품,-
가그린오리지널,380ml,1,8806011616078,,,,비의약품,-
가그린스트롱,100ml,1,8806011616269,,,,비의약품,-
가그린제로,100ml,1,8806011616153,,,,비의약품,-
가그린오리지널,100ml,1,8806011616047,,,,비의약품,-
가그린어린이용(풍선껌),380ml,1,8806011616665,,,,비의약품,-
가그린어린이용(사과),380ml,1,8806011616634,,,,비의약품,-
가그린어린이용(딸기),380ml,1,8806011616696,,,,비의약품,-
브라운귀체온계(IRT6520),1EA,1,4022167652492,,,,비의약품,-
브라운귀체온계(IRT6030),1EA,1,4022167601193,,,,비의약품,-
네오아쿠아밴드(혼합),12매,1,8809449340331,,,,비의약품,-
클리어딘연질캡슐,10c,1,8806616044719,,,,일반의약품,"효과빠른 알레르기약
알러지성 비염,두드러기"
정관장홍삼보운,30p,1,8809332396117,,,,건강기능식품,혈행개선/기억력개선/항산화
홍삼정에브리타임롱키스트,20p,1,8809332393758,,,,비의약품,-
상처엔밴드,10cm*10cm*2매,1,8809303220755,,,,비의약품,-
알보케어샷,2T,1,8806119816844,,,,건강기능식품,음주 전/후 숙취해소제
숨쉬는고탄력밴드(대형),8매,1,8809263660172,,,,비의약품,-
CJ피부유산균,80p,1,8801007370989,,,,건강기능식품,-
손목보호대,M,1,8803941233320,,,,비의약품,-
굿엔코액,50ml*3EA,1,1880641805951,,,,일반의약품,-
콜대원코프시럽,20ml*5p,1,8806718059529,,,,일반의약품,"마시는 기침감기약
기침 & 가래 있는 감기"
굿엔코프액,50ml*3EA,1,1880641805961,,,,일반의약품,-
바퀴에어졸,1EA,1,8809376200609,,,,비의약품,-
코앤쿨나잘스프레이,20ml,1,8806435073914,,,,일반의약품,"코에 뿌리는 비염약
콧물 & 코막힘에 빠르게"
ANC에너자임지큐,180c,1,8809400050286,,,,건강기능식품,-
3NS테이프,5cm*5m,1,8809020675012,,,,비의약품,-
피록시캄겔,50g,1,8806473007834,,,,일반의약품,"냄새 없이 둥글게 바르는 파스
어깨통증,테니스엘보우,근육통"
알보케어우먼닥터팩,30매,1,8806119816820,,,,비의약품,-
알보케어맨닥터팩,30매,1,8806119816837,,,,비의약품,-
판텍코캡슐,10c,1,8806265003211,,,,일반의약품,"콧물,재채기,두통 코감기
있을 때"
카봇키즈비타,24T,1,8809434841829,,,,비의약품,-
카봇면방한대유아,1EA,1,8809434842116,,,,비의약품,-
이명래고약,3매,1,8806942043516,,,,일반의약품,"종기,고름집 자가치료제"
조인트밸런스골드2,180c*2EA,2,8809351282255,,,,건강기능식품,관절 종합영양제
그린스토어하이칼슘구미,60T,1,8809325380970,,,,건강기능식품,"맛있는 칼슘,비타민D 젤리
(포도맛)"
오므론혈압계(HEM7120),1EA,1,4975479495298,,,,비의약품,-
클린워시식염수,370ml,1,8809103876978,8809103877296,,,비의약품,-
클린워시식염수,150ml,1,8809103875001,,,,비의약품,-
드림아이RGP150ml+렌즈케이스,1SET,1,8809103875179,,,,비의약품,-
드림아이여행용키트,1EA,1,8809103875568,,,,비의약품,-
드림아이350ml+350ml(1+1기획),350ml+350ml,1,8809103875247,,,,비의약품,-
드림아이,150ml,1,8809103874240,,,,비의약품,-
드림아이80ml+렌즈케이스,1SET,1,8809103875209,,,,비의약품,-
요괴워치맛있는키즈비타민,10T,1,8809434841720,,,,비의약품,-
터닝메카드면방한대유아용,1EA,1,8809261902625,,,,비의약품,-
굿엔콜액,50ml*3EA,1,8806418059413,,,,일반의약품,-
레모비타플러스정(포도),120T,1,8806102875964,,,,비의약품,-
여드름콕콕,1EA,1,8809454690049,,,,비의약품,-
s.s컬러방한대,1EA,1,8809459680076,,,,비의약품,-
s.s컬러방한대,1EA,1,8809459680052,,,,비의약품,-
터닝메카드(사과),100ml,1,8809181850709,,,,비의약품,-
바스큐징코,30T*2EA,1,8809353377836,,,,건강기능식품,-
귀코,1EA,1,8809458200022,,,,비의약품,-
블루베리큐,100ml*10EA,10,18806052420914,,,,비의약품,-
이엔탁스,60T*2EA,2,625349119734,,,,건강기능식품,"하루 한알 복용
인사돌,이가탄 성분 함유"
크린코액,1000ml,1,48806451037219,,,,비의약품,-
오랄비왁스치실,100m,1,4902430642453,,,,비의약품,-
썬디연질캡슐5000IU,100c,1,8806119817216,,,,건강기능식품,"비타민D 보충용 제품
100% 스위스산 비타민D"
리마인콜라겐에센스,65ml,1,8809206520044,,,,비의약품,-
리마인콜라겐아이세럼,65ml,1,8809206520051,,,,비의약품,-
이지풋필링,100ml,1,8806050293964,,,,비의약품,-
위생개별포장면봉,50p,1,8807494011213,,,,비의약품,-
엠오이칼레몬(무가당),40g,1,4009077072626,4009077672628,,,비의약품,-
엠오이칼유칼립투스(무가당),40g,14,4009077072602,,,,비의약품,-
굿엔콜액,3EA,1,1880641805941,,,,일반의약품,-
마이녹실액3%,60ml,1,8806420003216,,,,일반의약품,-
신신쿨링시트,6매,1,8806037006624,,,,비의약품,-
데일리비타민D오랄스프레이,15ml*8EA,8,5060148521985,,,,건강기능식품,"물 없이도 간편하게
스프레이형 비타민D3000IU"
한일거즈붕대,10cm*540cm,1,8809232573502,,,,비의약품,-
딸기비타뚱,16g,1,8809072981642,,,,비의약품,-
바오밥샴푸,1000g,1,8809442160134,,,,비의약품,-
어린이밴드터닝메카드,16매,1,8809181850600,,,,비의약품,-
도장퍼프,2p,1,8801489831756,,,,비의약품,-
광동원금쌍화액,10p,10,18806604500514,,,,일반의약품,-
광동원갈근탕액,10p,1,1880660450041,,,,일반의약품,-
트라제트겔,75g,1,8806744003626,,,,일반의약품,바르는 소염진통겔
듀오덤CGF,20cm*20cm,1,768455106981,,,,비의약품,-
터닝메카드,100ml,1,8809181850723,,,,비의약품,-
컴배트진드기싹시트,4p,1,8809004778111,,,,비의약품,-
컴배트진드기싹스프레이,290ml,1,8809004778425,,,,비의약품,-
컴배트파워(개미용),6p,1,8809004773000,,,,비의약품,-
컴배트에어졸(개미용),450ml,1,8809004772218,,,,비의약품,-
컴배트젤,30g,1,8809004770399,,,,비의약품,-
