상품명,규격,단위수량,표준바코드,본사바코드,대표바코드,물류바코드,상품구분,제품설명
컴배트파워(큰바퀴용),6P,1,8809004772058,,,,비의약품,-
컴배트파워(작은바퀴용),12p,1,8809004772003,,,,비의약품,-
컴배트스피드에어졸,450ml,1,8809004779941,,,,비의약품,-
컴배트프로패셔널스트립겔,10p,1,8809004772966,,,,비의약품,-
레모나산(하트캔),2g*70p,1,8806102875261,,,,비의약품,-
아로나민씨플러스미니정,120T,1,8806429054318,,,,일반의약품,"비타민,무기질,항산화제 보급"
헤모프란크림,30g,1,8806446031613,,,,일반의약품,"치질로 인한 통증및 불쾌감
해소"
헤모프란좌제,101g,1,8806446031811,,,,일반의약품,"치질로 인한 통증및 불쾌감
해소"
코리투살에스노즈연질캡슐,10c,1,8806422037516,,,,일반의약품,"효과 빠른 콧물감기약(10정)
콧물,코막힘 있는 감기"
동물아이맥시(눈세정제),30ml,1,8809198570164,,,,동물의약품,"눈꼽,눈물자국 등
강아지,고양이 눈 닦아줄 때"
실리콘풋패드,1pair,1,8809218319100,,,,비의약품,-
점착식귀이개,20EA,1,8809218319193,,,,비의약품,-
마데코밤프리미엄(핑크),4.8g,1,8806109196703,,,,비의약품,-
마데코밤프리미엄(모이스처),4.8g,1,8806109196710,,,,비의약품,-
헬로카봇립케어,2.4g,1,8809434842437,,,,비의약품,-
코리투살에스콜드연질캡슐,10c,1,8806422037714,,,,일반의약품,"효과 빠른 종합감기약(10정)
발열 & 콧물 & 기침"
코리투살에스코프연질캡슐,10c,1,8806422037615,,,,일반의약품,"효과 빠른 기침감기약(10정)
기침,가래 있는 감기"
터닝메카드아이비타C,50T,1,8809261902519,,,,건강기능식품,"씹어먹는 비타민
1일 1회,1회 3정"
터닝메카드아이비타C,250T,250,8809261902489,,,,건강기능식품,"씹어먹는 비타민
1일 1회,1회 3정"
소피아립케어,2.4g,1,8809434842277,,,,비의약품,-
엑세라민비정,120T,2,18806429045016,,,,일반의약품,"피로회복 비타민B군 육체피로,
신경통,구내염,눈의 피로"
챕스틱3in1스윗피치,3.5g,1,8806101467559,,,,비의약품,-
치킨소세지,17p,1,8809187100051,,,,비의약품,-
아토크림,150g,1,8809083457228,,,,비의약품,-
브레노즈연질캡슐,10T,1,8806805006009,8806805006016,,,일반의약품,"콧물,코막힘,재채기
해열제 함유 코감기약"
솔가엽산800,60T,1,033984594302,,,,건강기능식품,"임신 준비 및 임신 중 필수
1정 당 엽산 800mcg(60정)"
솔가엽산400,60T,1,033984594296,,,,건강기능식품,"임신 준비 및 임신 중 필수
1정 당 엽산 400mcg(60정)"
듀크레이익띠안립밤,3g,1,8809389130177,,,,비의약품,-
수안수수분광채화이트닝크림,50g,1,8809206530838,,,,비의약품,-
코끼리뻥코앤뽕코,1EA,1,209278,,,,비의약품,-
바렌굿외용액,20ml,1,8806684019718,,,,일반의약품,-
오투웰치간칫솔,SSS,1,4983435721114,,,,비의약품,-
터닝메카드혼합,16매,1,8809181850624,,,,비의약품,-
더치워터데일리,410ml,1,8806018707076,,,,비의약품,-
에스네이처블랑쉬로션,200ml,1,8809506310000,,,,비의약품,-
슈티커소프트풋쿠션(발바닥보호/베이지),1EA,1,8809397110123,,,,비의약품,-
슈티커소프트풋쿠션(발바닥보호/블랙),1EA,1,8809397110116,,,,비의약품,-
슈티커아웃솔가드(미끄럼방지/베이지),1EA,1,8809397110055,,,,비의약품,-
슈티커아웃솔가드(미끄럼방지/블랙),1EA,1,8809397110048,,,,비의약품,-
닥터파인324,100p,1,8809303220625,,,,비의약품,-
멀티큐텐디정,60T*2EA,2,28806428024026,,,,일반의약품,-
눈건강슈퍼루테인골드,30c*2,2,8809353378116,,,,건강기능식품,"1일 1캡슐 복용
황반색소 밀도 유지 및 항산화"
제트솔골드,65ml*2EA,2,8809013355082,,,,건강기능식품,숙변제거에 효과적인 장청소제
쥐파리잡이본드,2매,1,8809010518602,,,,비의약품,-
써큐란연질캡슐,120c,1,8806265000555,,,,일반의약품,-
타이롤핫건조시럽,6p,1,8806435073228,,,,일반의약품,차처럼 마시는 감기약
하나막스정,2T/1포,1,8806641018129,,,,일반의약품,"소화 안 되거나 가스 찼을 때
2알씩 복용"
유한덴탈케어가글마일드,750ml,1,8806006138837,,,,비의약품,-
덴탈케어가글스트롱,100ml,1,8806006138851,,,,비의약품,-
유한덴탈케어가글스트롱,250ml,1,8806006138868,,,,비의약품,-
유한덴탈케어가글스트롱,750ml,1,8806006138875,,,,비의약품,-
상공멸균거즈(소),5*5cm*8겹*5매,1,8809291820258,,,,비의약품,-
아쿠아드레싱(중형),1EA,1,8809449340287,,,,비의약품,-
아쿠아드레싱(소형),1EA,1,8809449340294,,,,비의약품,-
활삼골드,50ml*10EA,1,8809332395707,,,,비의약품,-
활삼골드,50ml,1,8809332395684,,,,비의약품,-
우황청심원(익수),10환,10,18806585002410,,,,일반의약품,"불안,두근거림,긴장완화
고혈압,뇌졸중 증상에"
오리모덤,10g,1,8906011731754,,,,동물의약품,"강아지 외이도염 치료제(연고)
(진드기X)"
레모나에스산(하트캔),1.5g*70p,1,8806102873885,,,,비의약품,-
바디메이트발목,L,1,4946452051152,,,,비의약품,-
바디메이트발목,S,1,4946452051138,,,,비의약품,-
보성녹차때비누,130g,1,8809297630042,,,,비의약품,-
바디메이트팔꿈치,M,1,4946452051183,,,,비의약품,-
바디메이트팔꿈치,S,1,4946452051176,,,,비의약품,-
뉴트리셀프치아씨드,270g,1,8801157116376,,,,비의약품,-
뉴트리셀프그릭요거트파우더,220g,1,8801157116352,,,,비의약품,"우리아이 간식까지 건강하게
쉽게 만드는 그릭요거트 파우더"
시클로원스네일라카,4ml*2EA,1,1880671704491,,,,일반의약품,"갈지말고 닦지말고 바르는
손∙발톱 무좀 치료제"
세비엄젤무쌍,100ml,1,5379122,,,,비의약품,-
소피아젓가락,1EA,1,8809304204846,,,,비의약품,-
터닝메카드열냉각시트,6매,1,8809181850686,,,,비의약품,-
바디메이트무릎,L,1,4946452051114,,,,비의약품,-
코엔자임큐텐폴리컴플렉스,60c,1,8809325380918,,,,건강기능식품,"항산화,혈압감소에 도움
1일 1회 1정"
메디플러스종이반창고(살색),2.5cm*9.1cm,1,8809118171020,,,,비의약품,-
하나막스정,10T,1,8806641018150,,,,일반의약품,"소화 안 되거나 가스 찼을 때
2알씩 복용"
3M넥스케어숨쉬는방수밴드(겨울왕국),6매,1,8806080033097,,,,비의약품,-
프라임베이비파우더,100g,1,8806035091066,,,,비의약품,-
수성멸균거즈에스3호,5cm*5cm*5p*20EA,1,8809302587828,,,,비의약품,-
브레인업정,120T,1,8806228025519,,,,일반의약품,"혈관성 뇌질환 후유증
기억력장애,집중력장애"
룩스린에프연질캡슐,90c*2EA,2,18806448005510,,,,일반의약품,"사유 함유 
눈이 자주 건조하신분께 추천"
파워톤연질캡슐,1p,1,8806573054431,,,,일반의약품,몸이 무겁고 피곤할 때 한 알
한일붕대,7.5cm,1,8809232573496,,,,비의약품,-
피토케어눈세정제,100ml,1,8809308522366,,,,동물의약품,"개,고양이의 눈 세정
눈곱,이물질 있을 때 사용"
피토케어디펜더,50ml,1,8809308523196,,,,동물의약품,"반려동물 상처치료제
핥음 방지효과 있음"
아로니아식이섬유,200g,1,5900102002245,,,,건강기능식품,?
영반창고브이(소형),1.25cm*3.3m,1,8805178115578,,,,비의약품,-
영반창고브이(중형),2.5cm*3.3cm,1,8805178115585,,,,비의약품,-
영면반창고브이(대형),5cm*3.3m,1,8805178115592,,,,비의약품,-
킹파이브다섯가지왕국,1EA,1,8809015892295,,,,비의약품,-
탄력붕대,1EA,1,8809291820319,,,,비의약품,-
한방때비누골드,1EA,1,8809351665300,,,,비의약품,-
따스안온열안대,3매,1,8809290589316,,,,비의약품,-
헬로케어알로에베라마스크팩,1EA,1,8809210037668,,,,비의약품,-
헬로케어콜라겐이엑스마스크팩,1EA,1,8809210037637,,,,비의약품,-
헬로케어비타민콜라겐마스크팩,1EA,1,8809210037958,,,,비의약품,-
헬로케어달팽이마스크팩,1EA,1,8809210037644,,,,비의약품,-
헬로케어2스텝모공&피지마스크,1EA,1,8809436320032,,,,비의약품,-
헬로케어2스텝주름개선마스크,1EA,1,8809436320049,,,,비의약품,-
헬로케어2스텝미백마스크,1EA,1,8809436320025,,,,비의약품,-
헬로케어2스텝보습마스크,1EA,1,8809436320018,,,,비의약품,-
헬스텍냉온찜질주머니(대),1EA,1,8809229323585,,,,비의약품,-
코엔자임큐텐폴리컴플렉스,60c,1,8809325380925,,,,건강기능식품,"항산화,혈압감소에 도움
1일 1회 1정"
미스터쏘팔메토플러스,30c*3EA,1,8806129209179,,,,건강기능식품,-
일동후디스단호박볼,15g*4입,1,8801157551344,,,,비의약품,-
일동후디스그릭요거볼플레인,20G,1,8801157551757,,,,비의약품,-
브레인업정,120c,1,18806228025516,,,,일반의약품,"혈관성 뇌질환 후유증
기억력장애,집중력장애"
쿨가드팔토시,1EA,1,8809273172207,,,,비의약품,-
신장결석에좋은쿠키,150g,1,6300000400003,,,,비의약품,-
3M넥스케어냉온찜질팩,1EA,1,8711428076844,,,,비의약품,-
3M넥스케어냉온찜질팩맥시,1EA,1,8806080033806,,,,비의약품,-
3M넥스케어냉온찜질팩컴포트,1EA,1,8806080033790,,,,비의약품,-
3M넥스케어냉온찜질팩미니,1EA,1,8806080033783,,,,비의약품,-
삼현염산,400ml,1,8809034589916,,,,비의약품,-
오토첵혈당측정검사지,50매,1,8809126645315,,,,비의약품,-
트레스오릭스포르테캡슐,30c,1,8806538050119,,,,일반의약품,식욕증진 영양제
덴트크린틀니세정제,36T,1,8803559002004,,,,비의약품,-
올리브헤어샴푸,1EA,1,8809004075517,,,,비의약품,-
올리브바디클렌저,1EA,1,8809004075531,,,,비의약품,-
나노금칫솔,1EA,1,8804831101118,,,,비의약품,-
네슈라헤어칼라크림6호(흑갈색),60g*2EA,1,8802070510234,,8802070510234,,비의약품,-
네슈라헤어칼라크림5호(자연흑갈색),60g*2EA,1,8802070510227,,8802070510227,,비의약품,-
네슈라헤어칼라크림4호(짙은갈색),60g*2EA,1,8802070510210,,,,비의약품,-
바운스핏바디케어(허리),1EA,1,6945044556585,,,,비의약품,-
글러브맛사지기,1EA,1,6959797667009,,,,비의약품,-
한미테스틱,1EA,1,8806029609611,,,,비의약품,-
메디나잇치약(시린이+상쾌한치약),200g,1,8806125400785,,,,비의약품,-
메디나잇치약(깨끗한치아+입냄새),200g,1,8806125400778,,,,비의약품,-
옵티마천지운,500c,1,8806138304834,,,,건강기능식품,"오메가 3+비타민 C
중성지방,혈액 순환 개선,항산화"
오랄비뉴민트왁스치실,50m,1,5010622005029,,,,비의약품,-
블루베리골드,100ml*10EA,1,8802301010953,,,,비의약품,-
울트라퓨어오메가3,60c*2EA,1,8806136018108,,,,건강기능식품,"눈 건조감,혈액순환,기억력개선
중성지방 감소에 도움"
3M탄력밴드푸우,6매,1,8806410003462,,,,비의약품,-
지닥터스트립,50p,1,8806128322015,,,,비의약품,-
호올스체리(오리지널),9T,1,6924513900081,,,,비의약품,-
호올스(블루베리),9T,1,6924513906588,,,,비의약품,-
호올스블리스터라즈베리,8T,1,8850338009938,,,,비의약품,-
호올스블리스터후레쉬라임,8T,1,8850338006463,,,,비의약품,-
호올스블리스터허니레몬,8T,1,8850338006418,,,,비의약품,-
모발비책허브1호,1ea,1,8809448052822,,,,비의약품,-
모발비책허브2호,1ea,1,8809448052839,,,,비의약품,-
아물디S,50ml,1,8809302720461,,,,비의약품,-
테일러데이츠,50g,1,8809170545203,,,,비의약품,-
테일러블랙체리,45g,1,8809170542301,,,,비의약품,-
테일러무화과,50g,1,8809170546200,,,,비의약품,-
테일러통크랜베리,40g,1,8809170544206,,,,비의약품,-
테일러블루베리,40g,1,8809170547207,,,,비의약품,-
테일러푸룬,50g,1,8809170542028,,,,비의약품,-
댕기머리여린수여성한방청결제,200ml,1,8807779084444,,,,비의약품,-
드립다이어트,30ml*10p,1,8809442560095,,,,건강기능식품,"커피에 가르시니아 추출물 첨가
마시면서 하는 다이어트"
비피더스요거트,5p,1,8809226404270,,,,비의약품,-
씹어먹는하마쭈초유,7EA,1,8809226404379,,,,비의약품,-
하마비타민철분가득,30EA,1,8809226404249,8809226404157,,,건강기능식품,"철분+비타민C,생약성분 함유
포도맛 스틱,하루 1포 복용"
하트가드(0~11),6p,1,350604401216,,,,동물의약품,"강아지 심장사상충예방약
1달에 1번씩 복용"
스톤큐엑스과립,1p,1,8806613026916,,,,일반의약품,-
일제손톱깎이(대),1EA,1,4972525051668,4972525050531,,,비의약품,-
바라크플러스,60p,1,8809037077335,,,,건강기능식품,-
헬로카봇키즈밴드,16매,1,8809434840082,,,,비의약품,-
ANC닥터그린,60p,1,8809400050224,,,,건강기능식품,-
아벤느이드랑스옵띠말레제르크림이드라땅뜨,40ml,1,8809389131433,,,,비의약품,-
아벤느이드랑스옵띠말리쉬크림이드라땅뜨,40ml,1,8809389131426,,,,비의약품,-
아벤느이드랑스옵띠말세럼,30ml,1,8809389131419,,,,비의약품,-
카르마연질캡슐,120c,2,18806636031017,,,,일반의약품,"밀크씨슬,1일 1회 간보호제"
허브온팩,3매,1,8809396650217,,,,비의약품,-
지오마바디스크럽리모델링(휴대용),40g,1,8003510023295,,,,비의약품,-
지오마바디스크럽멀티비타,600g,1,8003510025756,,,,비의약품,-
지오마바디스크럽맘스케어,600g,1,8003510025763,,,,비의약품,-
간에좋은쿠키,150g,1,6300000600007,,,,비의약품,-
비만&혈당에좋은쿠키,150g,1,6300000300006,,,,비의약품,-
관절에좋은쿠키,150g,1,6300000200009,,,,비의약품,-
피부에좋은쿠키,150g,1,6300000100002,,,,비의약품,-
에버레이드면반창고,2.5cm*330cm,1,8806035010135,,,,비의약품,-
우주위재멸균거즈,5cm*5cm*8p,1,8809250943011,,,,비의약품,-
세리펙에스정,10T,1,8806228000417,,,,일반의약품,"코감기,비염치료제"
스킨코튼볼,1EA,1,8809232573601,,,,비의약품,-
조아엉겅퀴골드,1EA,1,8806052407826,,,,비의약품,-
시클로원스네일라카,4*2,1,18806717044912,,,,일반의약품,"갈지말고 닦지말고 바르는
손∙발톱 무좀 치료제"
메디큐어아쿠아밴드(특대형),5매,1,8806037006365,,,,비의약품,-
뽀로로아이스겔밴드,1EA,1,8806035091073,,,,비의약품,-
인사돌플러스정,270T,1,8806534008671,,,,일반의약품,"치은염,치주염의 염증완화를
위한 보조치료제"
해피타임플러스임신진단용키트,1KIT,1,8806011714699,,,,비의약품,-
창포결헤어클리닉(컬&볼륨),15ml,1,8809448052396,,,,비의약품,-
창포결헤어클리닉(영양&케어),15ml,1,8809448052389,,,,비의약품,-
창포결헤어클리닉(비듬&각질),15ml,1,8809448052402,,,,비의약품,-
호르반내복액,30ml*15EA,1,48806453030713,,,,일반의약품,-
메디터치2,5cm*7cm*3매,1,8806018705980,,,,비의약품,-
메디터치밴드(혼합),8매,1,8806018706062,,,,비의약품,-
메디터치밴드(중형),3매,1,8806018706048,,,,비의약품,-
메디터치밴드(소형),3매,1,8806018706024,,,,비의약품,-
메디터치밴드(일반),7매,1,8806018706000,,,,비의약품,-
메디터치A,10cm*10cm*1매,1,8806018706147,,,,비의약품,-
메디터치A,4cm*9cm*3매,1,8806018706123,,,,비의약품,-
덴탈프로치간칫솔2단계SS,18p,1,24973227834614,,,,비의약품,-
덴탈프로치간칫솔1단계SSS,18p,1,24973227834607,,,,비의약품,-
보고생산삼배양근,120ml,1,8809330472769,,,,비의약품,-
맥기엑스과립,1p,1,8806230000313,,,,일반의약품,-
프로비마게플러스,30c,1,8806109198059,,,,건강기능식품,"평소 장이 복부팽만 부글거림이
있을 때 특허균주 함유"
헬로키티스텐지능개발젓가락(오른손),1EA,1,8809169420375,,,,비의약품,-
듀오밴드대용량(덕용),80매,1,8809321292482,,,,비의약품,-
헵포르테연질캡슐,200c*2EA,2,18806745001710,,,,일반의약품,"간질환 보조 치료 및 음주후
간 회복에 도움"
헵포르테연질캡슐,200c,1,8806745001713,,,,일반의약품,"간질환 보조 치료 및 음주후
간 회복에 도움"
탈지면,20g,1,8809273814404,,,,비의약품,-
바레겐크림,30g,1,8806228015213,,,,일반의약품,-
6년근고려홍삼농축액,240g*2EA,1,8809131334822,,,,건강기능식품,-
미니특공대슈팅비타,20T,1,8809015892233,,,,비의약품,-
무조멘액,50ml,1,8806228023317,,,,일반의약품,-
투진액,1EA,1,8800510000116,,,,일반의약품,뿌리는 무좀약
반하사심탕,1p,1,8806230003314,,,,일반의약품,-
베나치오세립,1.5g,1,8806265007912,,,,일반의약품,"소화불량,속쓰림,위통,위부팽만
가루타입의 복합위장약"
지에프프리미엄칼슘비타민,240T*2EA,1,8809191013392,,,,건강기능식품,프리미엄 성장 비타민
메디큐어아쿠아밴드(혼합),20매,1,8806037003821,,,,비의약품,-
메디큐어아쿠아밴드(일반),10매,1,8806037003807,,,,비의약품,-
메디큐어아쿠아밴드(대형),10매,1,8806037003814,,,,비의약품,-
메디큐어고탄력밴드(표준형),8매,1,8806037006754,,,,비의약품,-
메디큐어밴드(혼합),22매,1,8806037006822,,,,비의약품,-
메디큐어밴드(대형),8매,1,8806037006815,,,,비의약품,-
